id	GeneSymbol	logFC	logCPM	PValue	FDR
ENSG00000272139.1	AC113349.2	-5.13E-15	-2.897693815	1	1
ENSG00000272140.2	AC022400.5	-0.900458126	0.54044772	0.294003426	1
ENSG00000272142.1	AL359643.3	-0.231351712	0.497463264	0.751646453	1
ENSG00000272143.1	FGF14-AS2	1.499628142	-1.523589494	0.342484248	1
ENSG00000272145.1	NFYC-AS1	-0.508104216	0.746712164	0.47785013	1
ENSG00000272146.4	ARF4-AS1	-0.180890752	-1.72405122	1	1
ENSG00000272148.1	AC013403.2	-1.197007589	-1.999383326	0.379278128	1
ENSG00000272149.1	AC112211.1	-5.13E-15	-2.897693815	1	1
ENSG00000272150.4	NBPF25P	-0.178391922	0.810627129	0.842332663	1
ENSG00000272153.1	AL365330.1	-0.899065642	0.194574744	0.287658283	1
ENSG00000272154.3	AC244517.2	-0.146792602	-2.364950061	1	1
ENSG00000272155.1	AC055822.1	-1.401273208	-1.972545244	0.344328349	1
ENSG00000272156.1	AC008280.3	-1.906922615	-2.053315408	0.242019847	1
ENSG00000272157.1	AC107373.2	-5.13E-15	-2.897693815	1	1
ENSG00000272158.1	AL139022.2	-1.093793221	-2.848557381	1	1
ENSG00000272159.1	AC087623.4	-0.112537052	-1.113304662	0.951815467	1
ENSG00000272160.1	RNU4-5P	-5.13E-15	-2.897693815	1	1
ENSG00000272161.1	AL589739.1	-5.13E-15	-2.897693815	1	1
ENSG00000272162.1	AL024498.2	1.623324488	-2.829487346	0.909090909	1
ENSG00000272164.1	AC005972.3	-5.13E-15	-2.897693815	1	1
ENSG00000272166.1	SNORD5	-5.13E-15	-2.897693815	1	1
ENSG00000272167.2	AL606537.1	-5.13E-15	-2.897693815	1	1
ENSG00000272168.4	CASC15	-1.301486872	-0.482069128	0.326848901	1
ENSG00000272170.1	AL355385.1	0.58115853	-2.151042827	0.817685526	1
ENSG00000272172.1	AC138696.2	-0.656424504	-2.318937246	0.672643728	1
ENSG00000272173.1	U47924.2	0.904323897	0.591339633	0.178877132	1
ENSG00000272174.1	---	-5.13E-15	-2.897693815	1	1
ENSG00000272175.1	AL050343.2	-5.13E-15	-2.897693815	1	1
ENSG00000272177.1	---	-5.13E-15	-2.897693815	1	1
ENSG00000272180.1	AC011306.1	0.789943195	-2.259295505	0.566973169	1
ENSG00000272181.1	AC012557.2	-2.349967926	-2.700340145	0.448339619	1
ENSG00000272183.1	AC005041.2	-0.669464388	-1.607528889	0.63161177	1
ENSG00000272186.1	AP003392.6	-0.915336302	-2.010149299	0.583388917	1
ENSG00000272192.1	AC100812.1	0.3082753	-2.297121886	0.985231453	1
ENSG00000272195.1	AL356512.1	0.769999361	-1.099788362	0.446644714	1
ENSG00000272196.2	HIST2H2AA4	0.984474376	4.060287117	0.482118011	1
ENSG00000272197.2	RN7SL803P	-5.13E-15	-2.897693815	1	1
ENSG00000272202.1	AC097358.2	1.794789255	-2.087993977	0.260629456	1
ENSG00000272203.1	AC004775.1	-1.094029642	-2.844293169	1	1
ENSG00000272205.1	AL451050.2	-0.390545747	-2.010285594	0.720440848	1
ENSG00000272209.1	AL023583.1	-1.386226288	-2.524959445	0.428227068	1
ENSG00000272213.2	---	-5.13E-15	-2.897693815	1	1
ENSG00000272215.1	U7	-5.13E-15	-2.897693815	1	1
ENSG00000272217.1	AL645940.1	-0.37325437	-1.954475586	0.855618767	1
ENSG00000272218.1	AC108865.2	-5.13E-15	-2.897693815	1	1
ENSG00000272219.1	AC005072.1	-1.560870152	-2.082251501	0.568540419	1
ENSG00000272220.1	AC103810.8	-5.13E-15	-2.897693815	1	1
ENSG00000272221.1	AL645933.2	-0.404820321	0.379229571	0.613916997	1
ENSG00000272223.1	AL136304.1	0.21426269	-1.908198259	0.901427944	1
ENSG00000272226.1	AL136985.2	-1.238785451	-2.573995624	0.578208655	1
ENSG00000272230.1	MIR3666	-5.13E-15	-2.897693815	1	1
ENSG00000272232.2	RN7SL726P	-5.13E-15	-2.897693815	1	1
ENSG00000272234.1	AC008945.2	-5.13E-15	-2.897693815	1	1
ENSG00000272236.1	AL645939.5	-5.13E-15	-2.897693815	1	1
ENSG00000272237.1	SNORA25	-5.13E-15	-2.897693815	1	1
ENSG00000272239.1	AC011373.1	-1.104727203	-2.838523034	1	1
ENSG00000272240.1	AC004908.1	0.236836884	-1.086270853	0.862140877	1
ENSG00000272243.4	AL356277.3	-2.101844308	-2.736946206	0.658059354	1
ENSG00000272247.1	AC080013.5	1.308039135	-2.458647115	0.525376717	1
ENSG00000272248.1	AL138831.2	-2.162455134	-2.725598146	0.65812145	1
ENSG00000272249.1	AP003117.2	-1.104727673	-2.838523034	1	1
ENSG00000272250.1	AC116667.2	-0.989722559	-2.074965765	0.510179137	1
ENSG00000272253.1	RNA5SP386	-5.13E-15	-2.897693815	1	1
ENSG00000272254.1	AC022893.3	-2.108885962	-2.74044748	0.62543165	1
ENSG00000272255.1	AC113361.1	-1.11700976	-2.836473991	1	1
ENSG00000272256.1	AC044849.2	-0.367611097	-2.701130934	1	1
ENSG00000272259.4	LINC01749	-3.329521773	-2.484717394	0.308138182	1
ENSG00000272262.1	RNU6-89P	-5.13E-15	-2.897693815	1	1
ENSG00000272263.1	AC034198.2	0.94681275	-1.116762684	0.288412764	1
ENSG00000272264.1	AC009686.2	-0.414082606	-1.912989245	0.874054228	1
ENSG00000272265.1	AC034236.3	-1.093807193	-2.848557381	1	1
ENSG00000272269.1	AL138724.1	-0.939680653	2.555146419	0.262889806	1
ENSG00000272274.1	LINC00551	-5.13E-15	-2.897693815	1	1
ENSG00000272275.1	AC092687.3	-1.223107417	-2.538010788	0.625792439	1
ENSG00000272277.1	AL031963.3	-0.910776838	-0.779468872	0.429466683	1
ENSG00000272279.1	AL512329.2	0.63248805	-1.768862587	0.640144098	1
ENSG00000272281.5	TPTE2P2	-0.693432416	-2.023727071	0.693339004	1
ENSG00000272282.1	LINC02084	-1.041202362	-1.403937585	0.413289216	1
ENSG00000272288.4	AL451165.2	0.409375558	0.060960887	0.672442398	1
ENSG00000272293.1	AC083964.1	-0.050907718	-1.259028428	1	1
ENSG00000272296.1	SNORD96A	-5.13E-15	-2.897693815	1	1
ENSG00000272297.2	AC018709.1	-0.047167499	-2.896190231	1	1
ENSG00000272298.1	AC091544.7	-5.13E-15	-2.897693815	1	1
ENSG00000272299.1	AL445238.2	-1.117007104	-2.836473991	1	1
ENSG00000272301.1	AP002360.4	-1.082106549	-2.011256304	0.488640447	1
ENSG00000272304.1	AC096721.1	-5.13E-15	-2.897693815	1	1
ENSG00000272305.4	AC096887.1	-1.056120393	-2.233521743	0.556360462	1
ENSG00000272308.1	AC104113.1	-2.413476799	-2.693517564	0.389003687	1
ENSG00000272311.1	IFNL4P1	-5.13E-15	-2.897693815	1	1
ENSG00000272312.1	AL133255.1	1.580277008	-2.826589796	0.909090909	1
ENSG00000272316.1	AL021368.3	-1.319468221	1.057621779	0.133877192	1
ENSG00000272319.1	AL022345.1	-5.13E-15	-2.897693815	1	1
ENSG00000272320.1	AL445309.1	-2.74973664	-1.540431515	0.184245374	1
ENSG00000272321.1	AP003355.2	0.917039639	-2.225092629	0.599852208	1
ENSG00000272323.1	AC026801.3	0.869762017	-1.229717124	0.370029793	1
ENSG00000272324.4	AC012629.2	-5.13E-15	-2.897693815	1	1
ENSG00000272325.1	NUDT3	-0.560689048	6.675123693	0.293197804	1
ENSG00000272329.1	AL353581.1	-1.104727917	-2.838523034	1	1
ENSG00000272330.1	AC002044.1	-5.13E-15	-2.897693815	1	1
ENSG00000272333.4	KMT2B	-0.303066463	6.659678501	0.550038112	1
ENSG00000272334.1	AC011816.2	-1.104728527	-2.838523034	1	1
ENSG00000272335.1	AC093297.3	-0.713442042	1.283669589	0.369722332	1
ENSG00000272337.1	RNU6-90P	-5.13E-15	-2.897693815	1	1
ENSG00000272338.2	AC067838.1	-0.284414877	-1.475053811	0.851268443	1
ENSG00000272341.1	AL137003.2	-0.658453438	-0.281501578	0.468253199	1
ENSG00000272342.1	LINC01115	-2.662490384	-1.818964061	0.139159489	1
ENSG00000272343.1	AC107952.2	2.431739374	-2.491275994	0.159791494	1
ENSG00000272344.1	SNORD114-21	-5.13E-15	-2.897693815	1	1
ENSG00000272345.1	AL031775.1	-0.280200372	-1.559925595	0.930740454	1
ENSG00000272346.2	AC103810.9	-5.13E-15	-2.897693815	1	1
ENSG00000272351.1	RNA5SP506	-5.13E-15	-2.897693815	1	1
ENSG00000272354.1	AC092354.1	-1.669218944	-2.7971984	1	1
ENSG00000272356.1	AL080317.3	-0.901792887	0.560559408	0.23076475	1
ENSG00000272359.1	RNU4-89P	-5.13E-15	-2.897693815	1	1
ENSG00000272360.1	AC116036.2	-1.28926904	-2.815677989	1	1
ENSG00000272361.2	AC005014.2	-3.262052093	-2.510185163	0.126215546	1
ENSG00000272362.1	AL160408.5	2.731163172	-2.704171353	0.267773841	1
ENSG00000272366.1	AL158211.3	-5.13E-15	-2.897693815	1	1
ENSG00000272367.1	AC018754.1	-1.843464332	-1.891547272	0.210833387	1
ENSG00000272368.2	AC074032.1	0.352256718	-0.815355716	0.671688185	1
ENSG00000272369.1	AC008035.1	1.222604661	-2.691179062	0.875679284	1
ENSG00000272371.1	AL591167.1	-5.13E-15	-2.897693815	1	1
ENSG00000272372.1	AC009102.2	-2.488682619	-1.940735704	0.356078719	1
ENSG00000272375.1	AC026979.4	1.087970877	-2.685291908	0.876265496	1
ENSG00000272380.1	MIR3976	-5.13E-15	-2.897693815	1	1
ENSG00000272382.1	AC025171.5	-2.148688992	-2.171615018	0.377451095	1
ENSG00000272383.1	AC006270.3	2.264772294	-2.762718114	0.509350266	1
ENSG00000272384.1	AC016405.3	-1.903517822	-2.3855187	0.254278132	1
ENSG00000272385.1	---	-5.13E-15	-2.897693815	1	1
ENSG00000272386.1	AC015802.5	-1.980490465	-2.750084765	0.728428804	1
ENSG00000272387.1	AL022345.2	-5.13E-15	-2.897693815	1	1
ENSG00000272389.1	AC008536.2	-3.429952997	-2.458181607	0.131806884	1
ENSG00000272391.4	POM121C	0.319328665	7.29731259	0.527718297	1
ENSG00000272393.1	RNU6-92P	-5.13E-15	-2.897693815	1	1
ENSG00000272395.4	IFNL4	-5.13E-15	-2.897693815	1	1
ENSG00000272396.1	AC005392.3	-1.117004112	-2.836473991	1	1
ENSG00000272397.1	AL138916.2	-1.717976167	-2.781871654	0.717665732	1
ENSG00000272400.1	AC103810.10	-5.13E-15	-2.897693815	1	1
ENSG00000272402.1	AL031775.2	-1.031231152	-2.608675046	0.597536454	1
ENSG00000272406.1	AC108102.1	-1.104728229	-2.838523034	1	1
ENSG00000272407.1	AL022394.1	-0.778298305	-2.636234131	0.831772367	1
ENSG00000272410.4	AC022384.1	-0.345016499	2.767773222	0.729151517	1
ENSG00000272411.1	AC116312.1	-0.005850748	-2.591808588	1	1
ENSG00000272412.2	RN7SL778P	-5.13E-15	-2.897693815	1	1
ENSG00000272416.1	AC025175.1	-0.519674814	-2.676791883	1	1
ENSG00000272417.1	AC034229.4	0.520576858	-2.781968134	1	1
ENSG00000272418.1	AC090607.4	-5.13E-15	-2.897693815	1	1
ENSG00000272419.4	AC241585.2	0.410798943	3.741502705	0.661545194	1
ENSG00000272420.1	AL513477.2	-0.643748276	-2.21937748	0.901026007	1
ENSG00000272425.1	AC009902.3	-0.803864415	-1.561896296	0.472962362	1
ENSG00000272426.1	BX284668.6	-1.104729226	-2.838523034	1	1
ENSG00000272428.1	AL450270.1	-5.13E-15	-2.897693815	1	1
ENSG00000272431.1	AC104117.5	-2.441145193	-2.681437939	0.446406326	1
ENSG00000272432.1	AL031432.3	0.854427165	-1.777055023	0.497394269	1
ENSG00000272434.1	AC137630.3	0.985238466	-0.974596239	0.380876517	1
ENSG00000272435.1	RNA5SP357	-5.13E-15	-2.897693815	1	1
ENSG00000272436.1	CUX2P1	-5.13E-15	-2.897693815	1	1
ENSG00000272438.1	AL645608.7	-2.647321207	-2.653161626	0.257458069	1
ENSG00000272439.1	RNU6-91P	-5.13E-15	-2.897693815	1	1
ENSG00000272440.1	AC080013.6	-5.13E-15	-2.897693815	1	1
ENSG00000272442.2	AL353588.1	-0.390980002	-1.419197744	0.830194349	1
ENSG00000272443.1	OR13Z2P	-5.13E-15	-2.897693815	1	1
ENSG00000272444.1	AL118558.4	-0.245577123	-1.962986693	0.990239395	1
ENSG00000272445.1	RNU6-84P	-5.13E-15	-2.897693815	1	1
ENSG00000272446.4	AL158850.2	-0.714805383	-2.864234409	1	1
ENSG00000272447.1	AL135925.1	-0.697543637	2.422248027	0.445947481	1
ENSG00000272449.1	AL139246.6	-1.535171589	-0.71220921	0.261399833	1
ENSG00000272455.1	AL391244.3	-0.791546846	2.315841525	0.226286003	1
ENSG00000272456.1	AC087045.2	-1.750820046	-2.777895002	0.714952773	1
ENSG00000272457.1	AC113194.1	1.096210609	-2.461235152	0.48169002	1
ENSG00000272458.1	MIR432	-5.13E-15	-2.897693815	1	1
ENSG00000272459.1	AC139795.3	1.551870378	-2.00822314	0.315252109	1
ENSG00000272460.1	SNORD115-40	-5.13E-15	-2.897693815	1	1
ENSG00000272461.1	AP005328.2	-1.158001593	-2.834478013	1	1
ENSG00000272465.1	AL031768.1	-0.114405113	-2.7216355	1	1
ENSG00000272469.2	RN7SL760P	-2.069054839	-2.744452059	0.64831364	1
ENSG00000272472.1	AL512283.1	-2.75500608	-2.623235267	0.340802494	1
ENSG00000272473.1	AC006273.1	0.273647001	-1.814438656	0.896313891	1
ENSG00000272474.1	SNORD113-5	-5.13E-15	-2.897693815	1	1
ENSG00000272476.1	AL024507.2	-0.845731819	0.500478804	0.300442349	1
ENSG00000272477.1	AC144521.1	-5.13E-15	-2.897693815	1	1
ENSG00000272478.1	AL020996.3	-3.025213993	-2.562436454	0.363125352	1
ENSG00000272479.1	AC010857.1	-5.13E-15	-2.897693815	1	1
ENSG00000272480.1	AC242628.1	-5.13E-15	-2.897693815	1	1
ENSG00000272482.1	AC254633.1	-2.735861035	-2.628433758	0.28336777	1
ENSG00000272483.1	AC022001.3	-1.832739729	-2.757620737	0.648027877	1
ENSG00000272485.1	AL392183.1	-1.141314897	-2.83268836	1	1
ENSG00000272486.1	AC090922.1	-0.693815454	-1.410091198	0.585841486	1
ENSG00000272489.1	AL132656.3	-0.501163182	-0.980129307	0.560992735	1
ENSG00000272491.1	AL109659.2	-0.226444333	-2.590641921	1	1
ENSG00000272494.1	OR1X1P	-2.509275132	-2.669681516	0.455270279	1
ENSG00000272498.1	AC090948.2	-1.591143216	-1.830901143	0.144414854	1
ENSG00000272506.1	AL357078.3	-2.162455101	-2.725598146	0.658123763	1
ENSG00000272507.1	RNU6-88P	-5.13E-15	-2.897693815	1	1
ENSG00000272508.1	AL136982.6	0.118798575	-2.054224599	1	1
ENSG00000272509.1	AC087752.4	-0.616698968	-2.344805996	0.793653589	1
ENSG00000272510.1	AL121992.3	-2.069064079	-2.744452059	0.648303532	1
ENSG00000272514.4	CFAP206	-0.489488197	-1.260399777	0.79077999	1
ENSG00000272515.1	AL355578.1	-1.094012871	-2.844293169	1	1
ENSG00000272516.1	AL158211.4	-5.13E-15	-2.897693815	1	1
ENSG00000272518.1	AC036214.2	-0.554372458	-0.89363397	0.595614824	1
ENSG00000272519.1	AC079610.3	-5.13E-15	-2.897693815	1	1
ENSG00000272523.1	LINC01023	0.204275641	-0.660289857	0.891201707	1
ENSG00000272524.1	AC104794.5	-0.489759465	-2.376105038	0.820495976	1
ENSG00000272525.1	AC099522.2	0.494193298	-0.529885982	0.641769961	1
ENSG00000272533.1	SNORA28	-5.13E-15	-2.897693815	1	1
ENSG00000272536.2	RN7SL840P	-1.10472908	-2.838523034	1	1
ENSG00000272537.1	AC005014.3	-5.13E-15	-2.897693815	1	1
ENSG00000272540.1	AL662797.3	-1.118836773	1.150669525	0.188819598	1
ENSG00000272541.1	AL021368.4	-1.120410652	-2.734551964	0.689795699	1
ENSG00000272542.1	AL137246.1	-5.13E-15	-2.897693815	1	1
ENSG00000272543.1	MIR4787	-5.13E-15	-2.897693815	1	1
ENSG00000272545.1	AC023813.4	-1.717977036	-2.781871654	0.717655762	1
ENSG00000272546.1	OR3A5P	-5.13E-15	-2.897693815	1	1
ENSG00000272549.1	AL356123.2	-2.489954453	-2.673436523	0.452534538	1
ENSG00000272551.1	AC017048.3	-2.072810959	-1.737606442	0.174467024	1
ENSG00000272554.1	AC012087.1	2.130811696	-2.780234052	0.500754858	1
ENSG00000272555.1	AC009974.1	-5.13E-15	-2.897693815	1	1
ENSG00000272556.1	GTF2IP13	0.768645489	1.94358796	0.338985531	1
ENSG00000272559.1	AC103710.1	-5.13E-15	-2.897693815	1	1
ENSG00000272562.1	AL512343.2	-1.07342334	-2.585014484	0.647363558	1
ENSG00000272564.1	AC012511.1	-1.093809493	-2.848557381	1	1
ENSG00000272566.1	AF250324.2	-2.200502782	-2.718162075	0.429546108	1
ENSG00000272567.1	AC109347.2	-1.104728551	-2.838523034	1	1
ENSG00000272568.4	AC005162.3	-2.43100535	-2.684450894	0.456842059	1
ENSG00000272569.1	AP004247.3	-5.13E-15	-2.897693815	1	1
ENSG00000272572.1	AL138762.1	0.688975638	-1.660426759	0.525839087	1
ENSG00000272573.4	MUSTN1	1.550293776	-0.991882147	0.169446212	1
ENSG00000272574.1	AL596325.2	-0.240444668	-2.009709986	0.964486495	1
ENSG00000272575.4	LINC02098	-5.13E-15	-2.897693815	1	1
ENSG00000272576.1	AC027271.1	0.423980222	-2.399737262	1	1
ENSG00000272579.1	AL136370.1	-0.61395492	0.841165161	0.517156449	1
ENSG00000272582.1	AL031587.3	-1.824321053	-1.166903282	0.179204204	1
ENSG00000272583.1	AL592494.3	-1.01131095	-2.150784839	0.497245112	1
ENSG00000272588.1	AC139887.4	1.068716181	-2.018628491	0.51012037	1
ENSG00000272589.1	ZSWIM8-AS1	1.31791238	0.067043254	0.163493584	1
ENSG00000272592.1	AL451049.1	-5.13E-15	-2.897693815	1	1
ENSG00000272593.1	AL359091.2	-5.13E-15	-2.897693815	1	1
ENSG00000272595.1	AC092028.1	-5.13E-15	-2.897693815	1	1
ENSG00000272597.1	AC063944.3	-5.13E-15	-2.897693815	1	1
ENSG00000272599.2	AC016394.1	-0.516905961	1.057389045	0.462630936	1
ENSG00000272600.1	AC007308.1	-5.13E-15	-2.897693815	1	1
ENSG00000272601.1	AC010655.3	0.629339674	-1.871535441	0.627539199	1
ENSG00000272602.4	ZNF595	0.686519786	2.861328627	0.408105675	1
ENSG00000272606.1	AC015982.1	0.129388805	-1.133474825	0.919103479	1
ENSG00000272609.1	AC016252.1	-5.13E-15	-2.897693815	1	1
ENSG00000272610.1	MAGI1-IT1	-2.499978072	-2.237635797	0.125836361	1
ENSG00000272617.1	COG8	-0.942572487	2.175480218	0.335408337	1
ENSG00000272619.1	AC093673.2	-5.13E-15	-2.897693815	1	1
ENSG00000272622.1	AC010735.2	-1.433984394	-0.782302162	0.288930719	1
ENSG00000272625.1	AP000919.4	-2.118514266	-2.323048734	0.134901477	1
ENSG00000272626.1	AC021146.12	-5.13E-15	-2.897693815	1	1
ENSG00000272627.1	AC016542.1	-2.060400562	-2.74639756	0.648068888	1
ENSG00000272630.1	AL731563.3	-0.760388369	-0.600369911	0.42441608	1
ENSG00000272631.1	AC067750.1	-0.054280718	1.107722415	0.952645052	1
ENSG00000272632.1	AC097504.2	-5.13E-15	-2.897693815	1	1
ENSG00000272634.1	AC103710.2	1.521968577	-2.837679161	0.909090909	1
ENSG00000272635.1	AC006504.7	-1.094006839	-2.844293169	1	1
ENSG00000272636.3	DOC2B	-1.137697818	-2.557731482	0.606398055	1
ENSG00000272638.1	AC006027.1	1.111640336	-0.639393639	0.313595606	1
ENSG00000272639.1	AC015712.5	-1.375391024	-2.798565914	1	1
ENSG00000272642.1	AP003121.1	-5.13E-15	-2.897693815	1	1
ENSG00000272644.1	AC097468.3	-0.381601741	-0.896181814	0.712839617	1
ENSG00000272645.2	GTF2IP20	0.181131328	3.490471057	0.777414893	1
ENSG00000272646.1	AC079766.1	0.107094724	-2.643987099	1	1
ENSG00000272647.1	AC005020.2	-3.327818009	-1.437759467	0.149634344	1
ENSG00000272650.1	AC110792.4	-1.11701068	-2.836473991	1	1
ENSG00000272654.1	AL358472.2	0.28184181	-0.181266114	0.726857395	1
ENSG00000272655.1	POLR2J4	0.154487851	3.345973453	0.796421888	1
ENSG00000272656.1	AC024933.1	1.721938505	-2.65717117	0.62369681	1
ENSG00000272659.1	---	-1.237158784	-2.584519408	0.658898621	1
ENSG00000272660.1	AC090425.1	-5.13E-15	-2.897693815	1	1
ENSG00000272662.1	AC073352.1	-0.243296176	-2.222793625	1	1
ENSG00000272663.1	AC093635.1	0.563784873	-1.752657317	0.615715113	1
ENSG00000272664.1	AC103710.3	-5.13E-15	-2.897693815	1	1
ENSG00000272667.1	AC012306.2	-0.4418133	0.486605322	0.648537202	1
ENSG00000272672.1	AL391497.1	-5.13E-15	-2.897693815	1	1
ENSG00000272676.1	AP001521.1	-5.13E-15	-2.897693815	1	1
ENSG00000272677.1	AC124016.1	-0.43236049	-0.735407363	0.636405132	1
ENSG00000272678.1	AC112503.1	0.460826592	-2.589391461	0.858810776	1
ENSG00000272679.1	AL355987.2	-2.197201001	-2.144805073	0.331981108	1
ENSG00000272681.2	FAM223B	-0.800845888	-2.115698848	0.649343039	1
ENSG00000272682.1	AC004471.2	1.552825082	-2.076480283	0.265848009	1
ENSG00000272685.1	AP004247.4	-1.731422826	-2.779882722	0.634401354	1
ENSG00000272688.1	AP005329.3	0.888094046	-0.638684156	0.294843594	1
ENSG00000272689.1	AC004832.4	-2.472551214	-2.675315754	0.549603105	1
ENSG00000272690.4	LINC02018	-1.448009286	-1.693540648	0.392637699	1
ENSG00000272691.1	AC092807.2	-2.893886653	-2.593909806	0.33576442	1
ENSG00000272692.1	AC010997.4	0.01101457	-1.414003965	1	1
ENSG00000272693.2	AC073107.1	-5.13E-15	-2.897693815	1	1
ENSG00000272694.1	Z94160.2	-5.13E-15	-2.897693815	1	1
ENSG00000272695.1	GAS6-AS2	-0.551846818	1.296593041	0.54056495	1
ENSG00000272696.1	AL359091.3	-0.572165728	-1.203071837	0.632001295	1
ENSG00000272699.1	AC007620.3	-1.750819715	-2.777895002	0.714945274	1
ENSG00000272701.2	AC007938.4	-2.256927478	-1.501662399	0.2166891	1
ENSG00000272702.1	AC010913.1	-1.061417049	-1.061724213	0.380272705	1
ENSG00000272703.1	AP005137.2	1.371288209	-2.564726826	0.388000386	1
ENSG00000272707.1	AC046143.2	-5.13E-15	-2.897693815	1	1
ENSG00000272710.1	AC133041.1	-5.13E-15	-2.897693815	1	1
ENSG00000272711.1	AC019069.1	-0.012898763	2.303267162	1	1
ENSG00000272714.1	AL139098.2	-5.13E-15	-2.897693815	1	1
ENSG00000272715.1	AL157904.1	0.677679551	-2.654243699	0.874178184	1
ENSG00000272716.1	AL121658.1	-0.564878434	-0.691675876	0.558495669	1
ENSG00000272717.1	AC112236.2	0.5452624	-1.915015433	0.790480051	1
ENSG00000272719.1	AC006483.2	-1.750818636	-2.777895002	0.714920852	1
ENSG00000272720.1	AL022322.1	-1.231500466	-0.095621838	0.137478163	1
ENSG00000272721.4	AC131235.3	-2.730572759	-2.630266668	0.269802508	1
ENSG00000272724.1	OR7E47P	-5.13E-15	-2.897693815	1	1
ENSG00000272727.1	LINC02266	-5.13E-15	-2.897693815	1	1
ENSG00000272729.1	AC009336.1	-1.561536941	-2.327004407	0.539892166	1
ENSG00000272732.1	AC004982.1	0.747015327	-2.317252186	0.684223014	1
ENSG00000272733.1	AP000345.3	-0.351873933	-2.488432871	1	1
ENSG00000272734.1	ADIRF-AS1	0.847717773	3.844872235	0.249180123	1
ENSG00000272735.1	AC007881.3	1.344279113	-2.159880194	0.338746791	1
ENSG00000272736.4	AC005323.2	-1.117006903	-2.836473991	1	1
ENSG00000272741.1	AC069257.3	-5.13E-15	-2.897693815	1	1
ENSG00000272742.1	AC135457.1	0.531520153	-1.441600046	0.566133376	1
ENSG00000272744.1	AC107214.2	-1.097320977	-2.409510477	0.546747256	1
ENSG00000272745.1	AC004948.1	-0.114475624	-2.702414374	1	1
ENSG00000272746.1	AP005131.7	-5.13E-15	-2.897693815	1	1
ENSG00000272748.1	AC063962.1	-5.13E-15	-2.897693815	1	1
ENSG00000272750.1	AL592148.3	0.009963233	0.068601691	0.995631983	1
ENSG00000272752.4	STAG3L5P-PVRIG2P-PILRB	0.710995464	5.555980063	0.214425464	1
ENSG00000272754.1	AL133245.1	-1.523906543	-1.763279791	0.253984962	1
ENSG00000272755.1	AC245297.2	1.341564824	-2.209377683	0.411844185	1
ENSG00000272758.4	AC083798.2	0.827609492	3.32088375	0.215888467	1
ENSG00000272760.1	AC093726.1	-0.980894364	-0.968629742	0.334594895	1
ENSG00000272762.4	AC115284.1	-1.804516285	-2.070378241	0.449479253	1
ENSG00000272763.1	AC103702.2	0.911798751	0.161785577	0.671657958	1
ENSG00000272764.1	AL596094.1	-1.141314692	-2.83268836	1	1
ENSG00000272767.1	JMJD1C-AS1	-0.50968178	-0.337402612	0.567225174	1
ENSG00000272768.1	AC004854.2	-1.445772822	0.61670914	0.225534534	1
ENSG00000272770.1	AC005696.2	-5.13E-15	-2.897693815	1	1
ENSG00000272772.1	AC104109.3	0.266175739	-1.990437968	0.913045975	1
ENSG00000272774.1	AC112219.2	-5.13E-15	-2.897693815	1	1
ENSG00000272779.1	AC245060.4	0.19621197	2.761401802	0.773873655	1
ENSG00000272780.4	AC233702.10	-0.010041063	1.895046228	0.990625914	1
ENSG00000272783.1	AC147067.2	-5.13E-15	-2.897693815	1	1
ENSG00000272784.1	AC019193.2	-5.13E-15	-2.897693815	1	1
ENSG00000272791.1	AC073389.3	-0.435790901	-1.126421964	0.702877586	1
ENSG00000272792.1	---	0.809934903	-2.002395079	0.59754595	1
ENSG00000272795.1	AC126283.1	0.464171608	-2.790764637	1	1
ENSG00000272797.1	AC092954.1	-1.117007371	-2.836473991	1	1
ENSG00000272798.1	AL008721.1	1.051805837	-2.248358392	0.570477438	1
ENSG00000272799.1	AC006238.1	1.015791856	-2.380968874	0.500238048	1
ENSG00000272801.1	AC004080.5	2.517743208	-2.730011467	0.330001025	1
ENSG00000272804.2	KRTAP10-7	-5.13E-15	-2.897693815	1	1
ENSG00000272808.2	AC015712.6	-1.13878345	0.040875314	0.26856618	1
ENSG00000272810.1	U91328.4	-2.144365344	-2.727530582	0.732672796	1
ENSG00000272812.1	AC004908.2	-0.622611728	-1.299349558	0.596110247	1
ENSG00000272814.1	AC093732.2	-1.104728223	-2.838523034	1	1
ENSG00000272815.1	AC098850.5	-0.520942399	-1.921137839	0.860699687	1
ENSG00000272821.1	U62317.3	0.084640148	2.500341118	0.893334692	1
ENSG00000272822.1	AC073610.3	-0.725195507	-1.568221438	0.648775954	1
ENSG00000272823.1	AL445423.1	-3.311683291	-2.482776256	0.307109015	1
ENSG00000272824.1	AC245100.7	-2.144364499	-2.727530582	0.732680971	1
ENSG00000272825.1	AL844908.1	1.605097254	-0.736320684	0.209259644	1
ENSG00000272827.1	AL391813.2	-5.13E-15	-2.897693815	1	1
ENSG00000272829.1	AC002470.1	-1.310343927	-2.115061684	0.329486141	1
ENSG00000272831.1	AC027644.3	0.007281883	1.003221065	0.979215102	1
ENSG00000272832.1	AC022296.3	-1.289259682	-2.815677989	1	1
ENSG00000272834.1	AL022238.3	-0.791878862	-2.348752278	0.729574601	1
ENSG00000272836.1	AL022328.1	-0.415435546	-1.57676619	0.699275166	1
ENSG00000272837.1	AC009779.7	-5.13E-15	-2.897693815	1	1
